,modelId,layer,index,description,explanationModelName,typeName
461,gpt2-small,8-res_fs768-jb,458,historical events and accomplishments,gpt-3.5-turbo,oai_token-act-pair
462,gpt2-small,8-res_fs768-jb,459,"words related to elections, political victories, and political events",gpt-3.5-turbo,oai_token-act-pair
463,gpt2-small,8-res_fs768-jb,460,"quotes or phrases starting with ""You know""",gpt-3.5-turbo,oai_token-act-pair
464,gpt2-small,8-res_fs768-jb,461,past events or situations relating to people,gpt-3.5-turbo,oai_token-act-pair
465,gpt2-small,8-res_fs768-jb,462,"content related to politics, policy, and healthcare discussions",gpt-3.5-turbo,oai_token-act-pair
466,gpt2-small,8-res_fs768-jb,463,medical terms and drugs,gpt-3.5-turbo,oai_token-act-pair
467,gpt2-small,8-res_fs768-jb,464,violent or aggressive actions and incidents,gpt-3.5-turbo,oai_token-act-pair
468,gpt2-small,8-res_fs768-jb,465, words related to technology and manufacturing processes,gpt-3.5-turbo,oai_token-act-pair
469,gpt2-small,8-res_fs768-jb,466,"phrases related to racial disparities, discrimination, and social inequities",gpt-3.5-turbo,oai_token-act-pair
470,gpt2-small,8-res_fs768-jb,467,"political and economic themes related to government interventions, economic conditions, and ideological beliefs",gpt-3.5-turbo,oai_token-act-pair
471,gpt2-small,8-res_fs768-jb,469,locations or spatial relationships,gpt-3.5-turbo,oai_token-act-pair
472,gpt2-small,8-res_fs768-jb,470,professional titles and names in a document,gpt-3.5-turbo,oai_token-act-pair
473,gpt2-small,8-res_fs768-jb,471,"arguments and claims related to misconceptions, falsehoods, and controversies",gpt-3.5-turbo,oai_token-act-pair
474,gpt2-small,8-res_fs768-jb,472,instances of numerical values or symbols,gpt-3.5-turbo,oai_token-act-pair
475,gpt2-small,8-res_fs768-jb,473,references to specific locations or events with historical or cultural significance,gpt-3.5-turbo,oai_token-act-pair
476,gpt2-small,8-res_fs768-jb,474,names or terms in a variety of languages,gpt-3.5-turbo,oai_token-act-pair
477,gpt2-small,8-res_fs768-jb,475,names of locations and possibly names of people,gpt-3.5-turbo,oai_token-act-pair
478,gpt2-small,8-res_fs768-jb,476,"questions, particularly starting with the word ""How""",gpt-3.5-turbo,oai_token-act-pair
479,gpt2-small,8-res_fs768-jb,477,locations or directions mentioned in a document,gpt-3.5-turbo,oai_token-act-pair
480,gpt2-small,8-res_fs768-jb,478,phrases related to political and historical events,gpt-3.5-turbo,oai_token-act-pair
481,gpt2-small,8-res_fs768-jb,479,news articles related to sports events and criminal activities,gpt-3.5-turbo,oai_token-act-pair
482,gpt2-small,8-res_fs768-jb,480,references to historical events or political statements,gpt-3.5-turbo,oai_token-act-pair
483,gpt2-small,8-res_fs768-jb,481,parentheses with numbers inside them,gpt-3.5-turbo,oai_token-act-pair
484,gpt2-small,8-res_fs768-jb,482,phrases related to scientific research and organizations,gpt-3.5-turbo,oai_token-act-pair
485,gpt2-small,8-res_fs768-jb,483,"words related to political and economic policies and conditions, specifically related to tax, government benefits, social programs, and public figures",gpt-3.5-turbo,oai_token-act-pair
486,gpt2-small,8-res_fs768-jb,484,controversial or politically charged topics and events,gpt-3.5-turbo,oai_token-act-pair
487,gpt2-small,8-res_fs768-jb,485,mentions of specific historic events or pop culture references,gpt-3.5-turbo,oai_token-act-pair
488,gpt2-small,8-res_fs768-jb,486,"countries, nationalities, and related geopolitical terms",gpt-3.5-turbo,oai_token-act-pair
489,gpt2-small,8-res_fs768-jb,487,statements related to education and political issues,gpt-3.5-turbo,oai_token-act-pair
490,gpt2-small,8-res_fs768-jb,488,statistical and numerical data patterns,gpt-3.5-turbo,oai_token-act-pair
491,gpt2-small,8-res_fs768-jb,490,"information related to movies, TV series, and productions",gpt-3.5-turbo,oai_token-act-pair
492,gpt2-small,8-res_fs768-jb,491,phrases related to important aspects or components,gpt-3.5-turbo,oai_token-act-pair
493,gpt2-small,8-res_fs768-jb,492,"locations and government-related terms, especially related to the United States government and its activities",gpt-3.5-turbo,oai_token-act-pair
494,gpt2-small,8-res_fs768-jb,493,examples of social issues and societal disparities,gpt-3.5-turbo,oai_token-act-pair
495,gpt2-small,8-res_fs768-jb,494,"names, particularly in constructions that contain ""Turn""",gpt-3.5-turbo,oai_token-act-pair
496,gpt2-small,8-res_fs768-jb,495,proper nouns related to politics and news,gpt-3.5-turbo,oai_token-act-pair
497,gpt2-small,8-res_fs768-jb,496,comparisons or evaluations involving various measurements or attributes,gpt-3.5-turbo,oai_token-act-pair
498,gpt2-small,8-res_fs768-jb,497,NFL team names and geographical locations,gpt-3.5-turbo,oai_token-act-pair
499,gpt2-small,8-res_fs768-jb,498,"terms related to sports, competitions, and events",gpt-3.5-turbo,oai_token-act-pair
500,gpt2-small,8-res_fs768-jb,499,"the word ""look"" followed by a number indicating the intensity or manner of looking",gpt-3.5-turbo,oai_token-act-pair
501,gpt2-small,8-res_fs768-jb,500,HTML tags and code snippets,gpt-3.5-turbo,oai_token-act-pair
502,gpt2-small,8-res_fs768-jb,501,The main thing this neuron does is find keywords related to long-term aspects of various topics,gpt-3.5-turbo,oai_token-act-pair
503,gpt2-small,8-res_fs768-jb,502,"words related to vehicles, driving, and transportation",gpt-3.5-turbo,oai_token-act-pair
504,gpt2-small,8-res_fs768-jb,503,"specific mentions of military units, divisions, or numerical references",gpt-3.5-turbo,oai_token-act-pair
505,gpt2-small,8-res_fs768-jb,504,mentions of the Trump administration and related entities,gpt-3.5-turbo,oai_token-act-pair
506,gpt2-small,8-res_fs768-jb,505,phrases related to online activities and financial transactions,gpt-3.5-turbo,oai_token-act-pair
507,gpt2-small,8-res_fs768-jb,506,phrases related to sports strategy or analysis,gpt-3.5-turbo,oai_token-act-pair
508,gpt2-small,8-res_fs768-jb,507,"phrases related to security, investigation, and government actions",gpt-3.5-turbo,oai_token-act-pair
509,gpt2-small,8-res_fs768-jb,508,"content related to political and social issues with a focus on topics like medical procedures, cultural norms, opinions on beliefs, and government actions",gpt-3.5-turbo,oai_token-act-pair
510,gpt2-small,8-res_fs768-jb,509,phrases related to challenges or difficulties,gpt-3.5-turbo,oai_token-act-pair
511,gpt2-small,8-res_fs768-jb,510,names of individuals and their roles or occupations,gpt-3.5-turbo,oai_token-act-pair
512,gpt2-small,8-res_fs768-jb,511,"information related to projects, races, and endorsements in a political or competitive context",gpt-3.5-turbo,oai_token-act-pair
513,gpt2-small,8-res_fs768-jb,512,"proper nouns, likely related to news articles or reports",gpt-3.5-turbo,oai_token-act-pair
514,gpt2-small,8-res_fs768-jb,513,"phrases related to growth, development, and change",gpt-3.5-turbo,oai_token-act-pair
515,gpt2-small,8-res_fs768-jb,514,discussions or debates on political and social issues,gpt-3.5-turbo,oai_token-act-pair
516,gpt2-small,8-res_fs768-jb,515,height measurements and location details,gpt-3.5-turbo,oai_token-act-pair
517,gpt2-small,8-res_fs768-jb,516,mentions of specific individuals and their actions or situations,gpt-3.5-turbo,oai_token-act-pair
518,gpt2-small,8-res_fs768-jb,517,proper nouns related to locations and names,gpt-3.5-turbo,oai_token-act-pair
519,gpt2-small,8-res_fs768-jb,518,phrases related to economic impact and potential consequences on different groups or entities,gpt-3.5-turbo,oai_token-act-pair
520,gpt2-small,8-res_fs768-jb,519,keywords related to smartphones and related activities,gpt-3.5-turbo,oai_token-act-pair
521,gpt2-small,8-res_fs768-jb,520,social and political current events and opinions,gpt-3.5-turbo,oai_token-act-pair
522,gpt2-small,8-res_fs768-jb,521,text related to political news and events,gpt-3.5-turbo,oai_token-act-pair
523,gpt2-small,8-res_fs768-jb,522,"information on government policies and initiatives, as well as discussions on historical and cultural practices around the world",gpt-3.5-turbo,oai_token-act-pair
524,gpt2-small,8-res_fs768-jb,523,"words related to honesty, integrity, and values related to ethical behavior",gpt-3.5-turbo,oai_token-act-pair
525,gpt2-small,8-res_fs768-jb,524,items of critique or controversy,gpt-3.5-turbo,oai_token-act-pair
526,gpt2-small,8-res_fs768-jb,525,"mentions of political figures and international political events, particularly related to Russia",gpt-3.5-turbo,oai_token-act-pair
527,gpt2-small,8-res_fs768-jb,526,"punctuation marks, particularly periods",gpt-3.5-turbo,oai_token-act-pair
528,gpt2-small,8-res_fs768-jb,527, statements or questions that speculate or analyze different perspectives or arguments on a topic,gpt-3.5-turbo,oai_token-act-pair
529,gpt2-small,8-res_fs768-jb,528,proper nouns and locations,gpt-3.5-turbo,oai_token-act-pair
530,gpt2-small,8-res_fs768-jb,529,details related to news articles or reports,gpt-3.5-turbo,oai_token-act-pair
531,gpt2-small,8-res_fs768-jb,530, scientific and astronomical terms and concepts,gpt-3.5-turbo,oai_token-act-pair
532,gpt2-small,8-res_fs768-jb,531,phrases related to legal agreements or government actions,gpt-3.5-turbo,oai_token-act-pair
533,gpt2-small,8-res_fs768-jb,532,"sports-related information, specifically related to team matchups, player injuries, and game results",gpt-3.5-turbo,oai_token-act-pair
534,gpt2-small,8-res_fs768-jb,533,names of politicians and political figures,gpt-3.5-turbo,oai_token-act-pair
535,gpt2-small,8-res_fs768-jb,534,locations and names of cities or universities,gpt-3.5-turbo,oai_token-act-pair
536,gpt2-small,8-res_fs768-jb,535,"time-related information, especially years mentioned in a text",gpt-3.5-turbo,oai_token-act-pair
537,gpt2-small,8-res_fs768-jb,536,sentences talking about possibilities or uncertainties,gpt-3.5-turbo,oai_token-act-pair
538,gpt2-small,8-res_fs768-jb,537,technical terms related to computer programming and hardware configurations,gpt-3.5-turbo,oai_token-act-pair
539,gpt2-small,8-res_fs768-jb,538, political and governmental terms and concepts,gpt-3.5-turbo,oai_token-act-pair
540,gpt2-small,8-res_fs768-jb,539,mentions of specific video game and software-related terms,gpt-3.5-turbo,oai_token-act-pair
541,gpt2-small,8-res_fs768-jb,540,sentences related to unexpected events or problematic situations,gpt-3.5-turbo,oai_token-act-pair
542,gpt2-small,8-res_fs768-jb,541,named locations combined with educational or professional entities,gpt-3.5-turbo,oai_token-act-pair
543,gpt2-small,8-res_fs768-jb,542,phrases related to technology and government regulation,gpt-3.5-turbo,oai_token-act-pair
544,gpt2-small,8-res_fs768-jb,543,terms related to naval activities and events,gpt-3.5-turbo,oai_token-act-pair
545,gpt2-small,8-res_fs768-jb,544,text related to legal and law enforcement matters,gpt-3.5-turbo,oai_token-act-pair
546,gpt2-small,8-res_fs768-jb,545,"website links, usernames, and hashtags",gpt-3.5-turbo,oai_token-act-pair
547,gpt2-small,8-res_fs768-jb,547,"information related to various topics such as technology, sports, wildlife conservation, and medical conditions",gpt-3.5-turbo,oai_token-act-pair
548,gpt2-small,8-res_fs768-jb,548,mentions of political figures and government actions,gpt-3.5-turbo,oai_token-act-pair
549,gpt2-small,8-res_fs768-jb,549,technical specifications and reviews of electronic devices,gpt-3.5-turbo,oai_token-act-pair
550,gpt2-small,8-res_fs768-jb,550,discussions related to economic policies and practices,gpt-3.5-turbo,oai_token-act-pair
551,gpt2-small,8-res_fs768-jb,551,mentions or discussions related to social media,gpt-3.5-turbo,oai_token-act-pair
552,gpt2-small,8-res_fs768-jb,552,references to source code and related software development concepts,gpt-3.5-turbo,oai_token-act-pair
553,gpt2-small,8-res_fs768-jb,553,words related to web comics and technical details,gpt-3.5-turbo,oai_token-act-pair
554,gpt2-small,8-res_fs768-jb,554,words related to law enforcement and security measures,gpt-3.5-turbo,oai_token-act-pair
555,gpt2-small,8-res_fs768-jb,555,names and terms related to North Korea,gpt-3.5-turbo,oai_token-act-pair
556,gpt2-small,8-res_fs768-jb,556,"phrases related to laws, regulations, enforcement, and criminal activities",gpt-3.5-turbo,oai_token-act-pair
557,gpt2-small,8-res_fs768-jb,557,phrases related to creating or causing something,gpt-3.5-turbo,oai_token-act-pair
558,gpt2-small,8-res_fs768-jb,558,"phrases related to geographical locations, cities, and municipal regulations",gpt-3.5-turbo,oai_token-act-pair
559,gpt2-small,8-res_fs768-jb,559,positions or roles people hold within communities,gpt-3.5-turbo,oai_token-act-pair
560,gpt2-small,8-res_fs768-jb,560,detailed product descriptions and technical specifications,gpt-3.5-turbo,oai_token-act-pair
561,gpt2-small,8-res_fs768-jb,561,web-related terms and concepts. ,gpt-3.5-turbo,oai_token-act-pair
562,gpt2-small,8-res_fs768-jb,562,commands or suggestions to take certain actions,gpt-3.5-turbo,oai_token-act-pair
563,gpt2-small,8-res_fs768-jb,563,conditional statements expressing a likelihood or preference,gpt-3.5-turbo,oai_token-act-pair
564,gpt2-small,8-res_fs768-jb,564,instructions and commands related to setting up and configuring software tools,gpt-3.5-turbo,oai_token-act-pair
565,gpt2-small,8-res_fs768-jb,565,images or photos and descriptions related to them,gpt-3.5-turbo,oai_token-act-pair
566,gpt2-small,8-res_fs768-jb,566,introductory sentences or sections,gpt-3.5-turbo,oai_token-act-pair
567,gpt2-small,8-res_fs768-jb,567,error messages and requests for email address validation,gpt-3.5-turbo,oai_token-act-pair
568,gpt2-small,8-res_fs768-jb,568,words related to legal cases and criminal events,gpt-3.5-turbo,oai_token-act-pair
569,gpt2-small,8-res_fs768-jb,569,references to information and knowledge,gpt-3.5-turbo,oai_token-act-pair
570,gpt2-small,8-res_fs768-jb,570,phrases related to opportunities or possibilities,gpt-3.5-turbo,oai_token-act-pair
571,gpt2-small,8-res_fs768-jb,571,phrases related to upcoming video game releases,gpt-3.5-turbo,oai_token-act-pair
572,gpt2-small,8-res_fs768-jb,572,phrases related to returning or recovering from past events,gpt-3.5-turbo,oai_token-act-pair
573,gpt2-small,8-res_fs768-jb,573,words related to current events and political situations,gpt-3.5-turbo,oai_token-act-pair
574,gpt2-small,8-res_fs768-jb,574,"phrases related to events, political actions, and organized groups",gpt-3.5-turbo,oai_token-act-pair
575,gpt2-small,8-res_fs768-jb,575,numeric values associated with quantities and measurements,gpt-3.5-turbo,oai_token-act-pair
576,gpt2-small,8-res_fs768-jb,576,"terms related to hypothetical scenarios, consequences, and possibilities",gpt-3.5-turbo,oai_token-act-pair
577,gpt2-small,8-res_fs768-jb,577,phrases related to ensuring specific conditions are met or actions are undertaken,gpt-3.5-turbo,oai_token-act-pair
578,gpt2-small,8-res_fs768-jb,578,adjectives describing the quality of something,gpt-3.5-turbo,oai_token-act-pair
579,gpt2-small,8-res_fs768-jb,579,action verbs related to tasks or requirements,gpt-3.5-turbo,oai_token-act-pair
580,gpt2-small,8-res_fs768-jb,580, instances of the word 'give' or 'gave',gpt-3.5-turbo,oai_token-act-pair
581,gpt2-small,8-res_fs768-jb,581,items or products within a list,gpt-3.5-turbo,oai_token-act-pair
582,gpt2-small,8-res_fs768-jb,582,references to specific events or incidents involving individuals and locations,gpt-3.5-turbo,oai_token-act-pair
583,gpt2-small,8-res_fs768-jb,583,legal and political terms and information,gpt-3.5-turbo,oai_token-act-pair
584,gpt2-small,8-res_fs768-jb,584,content related to corporate information and initiatives,gpt-3.5-turbo,oai_token-act-pair
585,gpt2-small,8-res_fs768-jb,585,repeated phrases or patterns in the text,gpt-3.5-turbo,oai_token-act-pair
586,gpt2-small,8-res_fs768-jb,586,"names of people and titles of positions related to law, military, policy, and expertise",gpt-3.5-turbo,oai_token-act-pair
587,gpt2-small,8-res_fs768-jb,587,"superlatives and evaluations such as ""most,"" ""difficult,"" ""favorite,"" ""best,"" ""worst,"" ""consistent,"" ""irritating,"" ""popular,"" ""powerful,"" and ""prominent"" in a text",gpt-3.5-turbo,oai_token-act-pair
588,gpt2-small,8-res_fs768-jb,588,"phrases related to residential buildings, decision-making, psychological terms related to assertiveness and passivity, Google Analytics terms, programming languages like Lisp, and phrases related to admin tools in an online platform",gpt-3.5-turbo,oai_token-act-pair
589,gpt2-small,8-res_fs768-jb,589,family relationships,gpt-3.5-turbo,oai_token-act-pair
590,gpt2-small,8-res_fs768-jb,590,"political and social issues related to rights, discrimination, segregation, and controversial government actions",gpt-3.5-turbo,oai_token-act-pair
591,gpt2-small,8-res_fs768-jb,591,"technology-related information, such as product details and specifications",gpt-3.5-turbo,oai_token-act-pair
592,gpt2-small,8-res_fs768-jb,592,technical computer programming terms and references,gpt-3.5-turbo,oai_token-act-pair
593,gpt2-small,8-res_fs768-jb,593,personal narratives and anecdotal stories,gpt-3.5-turbo,oai_token-act-pair
594,gpt2-small,8-res_fs768-jb,594,"instances of the word ""one"" associated with numerical values, establishing importance or comparison",gpt-3.5-turbo,oai_token-act-pair
595,gpt2-small,8-res_fs768-jb,595,phrases related to advocating for social causes,gpt-3.5-turbo,oai_token-act-pair
596,gpt2-small,8-res_fs768-jb,596,"statements and reports in interviews, emails, and statements",gpt-3.5-turbo,oai_token-act-pair
597,gpt2-small,8-res_fs768-jb,597,discussion-related words and phrases,gpt-3.5-turbo,oai_token-act-pair
598,gpt2-small,8-res_fs768-jb,598,political and authoritarian-themed terms and actions,gpt-3.5-turbo,oai_token-act-pair
599,gpt2-small,8-res_fs768-jb,599,mentions of negative aspects or consequences,gpt-3.5-turbo,oai_token-act-pair
600,gpt2-small,8-res_fs768-jb,600,words related to cyber attacks and military actions,gpt-3.5-turbo,oai_token-act-pair
601,gpt2-small,8-res_fs768-jb,601,"time-related expressions such as days, hours, and moments",gpt-3.5-turbo,oai_token-act-pair
602,gpt2-small,8-res_fs768-jb,602,mentions of achievements or awards,gpt-3.5-turbo,oai_token-act-pair
603,gpt2-small,8-res_fs768-jb,603,percentages and numbers related to statistics,gpt-3.5-turbo,oai_token-act-pair
604,gpt2-small,8-res_fs768-jb,604,mentions of news media outlets and reports,gpt-3.5-turbo,oai_token-act-pair
605,gpt2-small,8-res_fs768-jb,605,words related to leadership and leading actions or initiatives,gpt-3.5-turbo,oai_token-act-pair
606,gpt2-small,8-res_fs768-jb,606,self-referential words indicating action or change happening,gpt-3.5-turbo,oai_token-act-pair
607,gpt2-small,8-res_fs768-jb,607,phrases related to expressing strong opinions or directives,gpt-3.5-turbo,oai_token-act-pair
608,gpt2-small,8-res_fs768-jb,608,phrases related to events or actions happening during a specific time frame,gpt-3.5-turbo,oai_token-act-pair
609,gpt2-small,8-res_fs768-jb,609,"references to political movements, locations, and organizations",gpt-3.5-turbo,oai_token-act-pair
610,gpt2-small,8-res_fs768-jb,610,political and governmental terms and topics,gpt-3.5-turbo,oai_token-act-pair
611,gpt2-small,8-res_fs768-jb,611,healthcare-related words and names,gpt-3.5-turbo,oai_token-act-pair
612,gpt2-small,8-res_fs768-jb,612,names of individuals or characters,gpt-3.5-turbo,oai_token-act-pair
613,gpt2-small,8-res_fs768-jb,613,financial or legal terms and occurrences,gpt-3.5-turbo,oai_token-act-pair
614,gpt2-small,8-res_fs768-jb,614,adverbs describing degree or amount,gpt-3.5-turbo,oai_token-act-pair
615,gpt2-small,8-res_fs768-jb,615,phrases related to governmental decisions and actions,gpt-3.5-turbo,oai_token-act-pair
616,gpt2-small,8-res_fs768-jb,616,financial figures represented in monetary values,gpt-3.5-turbo,oai_token-act-pair
617,gpt2-small,8-res_fs768-jb,617,names and terms related to identity,gpt-3.5-turbo,oai_token-act-pair
618,gpt2-small,8-res_fs768-jb,618,information related to safety issues and governmental actions,gpt-3.5-turbo,oai_token-act-pair
619,gpt2-small,8-res_fs768-jb,619,verbs in the potential future tense,gpt-3.5-turbo,oai_token-act-pair
620,gpt2-small,8-res_fs768-jb,620,information related to news and events,gpt-3.5-turbo,oai_token-act-pair
621,gpt2-small,8-res_fs768-jb,621,words related to types or categories,gpt-3.5-turbo,oai_token-act-pair
622,gpt2-small,8-res_fs768-jb,622,information related to contact dermatitis and skin reactions caused by contact with plants,gpt-3.5-turbo,oai_token-act-pair
623,gpt2-small,8-res_fs768-jb,623,legislation and political terms and phrases,gpt-3.5-turbo,oai_token-act-pair
624,gpt2-small,8-res_fs768-jb,624,sports-related terms and information,gpt-3.5-turbo,oai_token-act-pair
625,gpt2-small,8-res_fs768-jb,625,emotional states and personal experiences,gpt-3.5-turbo,oai_token-act-pair
626,gpt2-small,8-res_fs768-jb,626,Python code snippets and URLs,gpt-3.5-turbo,oai_token-act-pair
627,gpt2-small,8-res_fs768-jb,627,phrases related to opinion and agreement,gpt-3.5-turbo,oai_token-act-pair
628,gpt2-small,8-res_fs768-jb,628,phrases that emphasize exclusivity or uniqueness,gpt-3.5-turbo,oai_token-act-pair
629,gpt2-small,8-res_fs768-jb,629,phrases related to criminal activities and financial transactions,gpt-3.5-turbo,oai_token-act-pair
630,gpt2-small,8-res_fs768-jb,630,references to human life events and experiences,gpt-3.5-turbo,oai_token-act-pair
631,gpt2-small,8-res_fs768-jb,631,"terms related to power, authority, and control in political contexts",gpt-3.5-turbo,oai_token-act-pair
632,gpt2-small,8-res_fs768-jb,632,phrases related to criminal justice and law enforcement,gpt-3.5-turbo,oai_token-act-pair
633,gpt2-small,8-res_fs768-jb,633,"numerical data such as measurements, statistics, and percentages",gpt-3.5-turbo,oai_token-act-pair
634,gpt2-small,8-res_fs768-jb,634,verbs that are in the infinitive form,gpt-3.5-turbo,oai_token-act-pair
635,gpt2-small,8-res_fs768-jb,635,locations and specific organizations or entities within a document that might be part of a system or network,gpt-3.5-turbo,oai_token-act-pair
636,gpt2-small,8-res_fs768-jb,636,"mentions of the word ""free"" in various contexts",gpt-3.5-turbo,oai_token-act-pair
637,gpt2-small,8-res_fs768-jb,637,phrases related to international political conflicts and events,gpt-3.5-turbo,oai_token-act-pair
638,gpt2-small,8-res_fs768-jb,638,examples of phrases discussing social or political situations and events,gpt-3.5-turbo,oai_token-act-pair
639,gpt2-small,8-res_fs768-jb,639,words related to corruption and unethical behavior,gpt-3.5-turbo,oai_token-act-pair
640,gpt2-small,8-res_fs768-jb,640,references to water-related terms and places,gpt-3.5-turbo,oai_token-act-pair
641,gpt2-small,8-res_fs768-jb,641,"instances related to government actions, policies, and international relations",gpt-3.5-turbo,oai_token-act-pair
642,gpt2-small,8-res_fs768-jb,642,"terms related to marijuana dispensaries, legalization, and regulations",gpt-3.5-turbo,oai_token-act-pair
643,gpt2-small,8-res_fs768-jb,643,instances of enjoyable activities or events,gpt-3.5-turbo,oai_token-act-pair
644,gpt2-small,8-res_fs768-jb,644,step-by-step instructions or procedures,gpt-3.5-turbo,oai_token-act-pair
645,gpt2-small,8-res_fs768-jb,645,phrases related to real estate and property ownership,gpt-3.5-turbo,oai_token-act-pair
646,gpt2-small,8-res_fs768-jb,646," instances of the word ""get"" followed by a number",gpt-3.5-turbo,oai_token-act-pair
647,gpt2-small,8-res_fs768-jb,647,"names and terms related to politics, sports, and events",gpt-3.5-turbo,oai_token-act-pair
648,gpt2-small,8-res_fs768-jb,648,descriptive texts about technical tasks or procedures,gpt-3.5-turbo,oai_token-act-pair
649,gpt2-small,8-res_fs768-jb,649,information related to legal cases and investigations,gpt-3.5-turbo,oai_token-act-pair
650,gpt2-small,8-res_fs768-jb,650,"information related to locations, events, and organizations",gpt-3.5-turbo,oai_token-act-pair
651,gpt2-small,8-res_fs768-jb,651,adjectives related to size,gpt-3.5-turbo,oai_token-act-pair
652,gpt2-small,8-res_fs768-jb,652,phrases expressing gratitude and appreciation,gpt-3.5-turbo,oai_token-act-pair
653,gpt2-small,8-res_fs768-jb,653,"information related to music festivals, sports clubs, community events, and conservation efforts",gpt-3.5-turbo,oai_token-act-pair
654,gpt2-small,8-res_fs768-jb,654,information related to social and political issues,gpt-3.5-turbo,oai_token-act-pair
655,gpt2-small,8-res_fs768-jb,655,numerical values or quantities mentioned in the text,gpt-3.5-turbo,oai_token-act-pair
656,gpt2-small,8-res_fs768-jb,656,"topics related to financial fraud, tax evasion, and corruption",gpt-3.5-turbo,oai_token-act-pair
657,gpt2-small,8-res_fs768-jb,657,adverbs indicating a continuous or ongoing status or action,gpt-3.5-turbo,oai_token-act-pair
658,gpt2-small,8-res_fs768-jb,658,terms related to legal matters and regulations,gpt-3.5-turbo,oai_token-act-pair
659,gpt2-small,8-res_fs768-jb,659,statistics and data related to labor trends and workforce demographics,gpt-3.5-turbo,oai_token-act-pair
660,gpt2-small,8-res_fs768-jb,660,information related to different categories or subsections within a text,gpt-3.5-turbo,oai_token-act-pair
661,gpt2-small,8-res_fs768-jb,661,direct quotations and reported speech,gpt-3.5-turbo,oai_token-act-pair
662,gpt2-small,8-res_fs768-jb,662,phrases related to legislative bills and government policies,gpt-3.5-turbo,oai_token-act-pair
663,gpt2-small,8-res_fs768-jb,663,"words related to the military, military actions, and military personnel",gpt-3.5-turbo,oai_token-act-pair
664,gpt2-small,8-res_fs768-jb,664,personal anecdotes or reflections on past experiences,gpt-3.5-turbo,oai_token-act-pair
665,gpt2-small,8-res_fs768-jb,665,"phrases related to the concept of openness, specifically in terms of software and ideas",gpt-3.5-turbo,oai_token-act-pair
666,gpt2-small,8-res_fs768-jb,666,dates and days of the week,gpt-3.5-turbo,oai_token-act-pair
667,gpt2-small,8-res_fs768-jb,667,information related to business operations and procedures,gpt-3.5-turbo,oai_token-act-pair
668,gpt2-small,8-res_fs768-jb,668,phrases indicating a return or resurgence,gpt-3.5-turbo,oai_token-act-pair
669,gpt2-small,8-res_fs768-jb,669,words related to political discussions and geographical locations,gpt-3.5-turbo,oai_token-act-pair
670,gpt2-small,8-res_fs768-jb,670,sporting event-related phrases and terminology,gpt-3.5-turbo,oai_token-act-pair
671,gpt2-small,8-res_fs768-jb,671,the preposition 'to' followed by a verb,gpt-3.5-turbo,oai_token-act-pair
672,gpt2-small,8-res_fs768-jb,672,names and places,gpt-3.5-turbo,oai_token-act-pair
673,gpt2-small,8-res_fs768-jb,673,technical specifications and features of electronic devices,gpt-3.5-turbo,oai_token-act-pair
674,gpt2-small,8-res_fs768-jb,674,words related to medical conditions and treatments,gpt-3.5-turbo,oai_token-act-pair
675,gpt2-small,8-res_fs768-jb,675,references to URLs,gpt-3.5-turbo,oai_token-act-pair
676,gpt2-small,8-res_fs768-jb,676,"proper nouns, especially names of people and places",gpt-3.5-turbo,oai_token-act-pair
677,gpt2-small,8-res_fs768-jb,677,words related to food and dining establishments,gpt-3.5-turbo,oai_token-act-pair
678,gpt2-small,8-res_fs768-jb,678,"terms related to the financial sector, banking, and economic crises",gpt-3.5-turbo,oai_token-act-pair
679,gpt2-small,8-res_fs768-jb,679,information related to deaths and causes of injuries or medical conditions,gpt-3.5-turbo,oai_token-act-pair
680,gpt2-small,8-res_fs768-jb,680,"mentions of legal cases, court rulings, and judicial procedures",gpt-3.5-turbo,oai_token-act-pair
681,gpt2-small,8-res_fs768-jb,681,instances of change or alteration in a context,gpt-3.5-turbo,oai_token-act-pair
682,gpt2-small,8-res_fs768-jb,682,Proper names and specialized terms related to historical events or people,gpt-3.5-turbo,oai_token-act-pair
683,gpt2-small,8-res_fs768-jb,683,references to stakes or importance in various contexts,gpt-3.5-turbo,oai_token-act-pair
684,gpt2-small,8-res_fs768-jb,684,phrases related to teamwork and sports,gpt-3.5-turbo,oai_token-act-pair
685,gpt2-small,8-res_fs768-jb,685,verb phrases preceded by 'Here is' or 'Here are',gpt-3.5-turbo,oai_token-act-pair
686,gpt2-small,8-res_fs768-jb,686,"mixed activations with various topics and contexts, making it challenging to pinpoint a specific theme or pattern",gpt-3.5-turbo,oai_token-act-pair
687,gpt2-small,8-res_fs768-jb,687,proper nouns related to political figures or events,gpt-3.5-turbo,oai_token-act-pair
688,gpt2-small,8-res_fs768-jb,688,"mentions of political activities, decision-making, and policies",gpt-3.5-turbo,oai_token-act-pair
689,gpt2-small,8-res_fs768-jb,689,dates and events,gpt-3.5-turbo,oai_token-act-pair
690,gpt2-small,8-res_fs768-jb,690,embedded videos and online footage,gpt-3.5-turbo,oai_token-act-pair
691,gpt2-small,8-res_fs768-jb,691,phrases related to political events and outcomes,gpt-3.5-turbo,oai_token-act-pair
692,gpt2-small,8-res_fs768-jb,692,statements related to current events or ongoing situations,gpt-3.5-turbo,oai_token-act-pair
693,gpt2-small,8-res_fs768-jb,693,terms related to gaming and game development,gpt-3.5-turbo,oai_token-act-pair
